artist_id,genres,name,popularity
3C8RpaI3Go0yFF9whvKoED,collage pop,The Avalanches,65
3C8RpaI3Go0yFF9whvKoED,electronica,The Avalanches,65
3C8RpaI3Go0yFF9whvKoED,indie rock,The Avalanches,65
3C8RpaI3Go0yFF9whvKoED,indietronica,The Avalanches,65
3C8RpaI3Go0yFF9whvKoED,new rave,The Avalanches,65
3C8RpaI3Go0yFF9whvKoED,psychedelic hip hop,The Avalanches,65
4o3Nv2BAyoZkyGaRXv4rT3,anadolu rock,Erkin Koray,58
6icQOAFXDZKsumw3YXyusw,atl hip hop,Lil Yachty,82
6icQOAFXDZKsumw3YXyusw,hip hop,Lil Yachty,82
6icQOAFXDZKsumw3YXyusw,melodic rap,Lil Yachty,82
6icQOAFXDZKsumw3YXyusw,rap,Lil Yachty,82
6icQOAFXDZKsumw3YXyusw,trap,Lil Yachty,82
6icQOAFXDZKsumw3YXyusw,viral rap,Lil Yachty,82
3NH8t45zOTqzlZgBvZRjvB,french hip hop,PNL,78
3NH8t45zOTqzlZgBvZRjvB,pop urbaine,PNL,78
7K3zpFXBvPcvzhj7zlGJdO,alternative dance,Crystal Castles,71
7K3zpFXBvPcvzhj7zlGJdO,bitpop,Crystal Castles,71
7K3zpFXBvPcvzhj7zlGJdO,digital hardcore,Crystal Castles,71
7K3zpFXBvPcvzhj7zlGJdO,indietronica,Crystal Castles,71
7K3zpFXBvPcvzhj7zlGJdO,neo-synthpop,Crystal Castles,71
7K3zpFXBvPcvzhj7zlGJdO,new rave,Crystal Castles,71
7K3zpFXBvPcvzhj7zlGJdO,nintendocore,Crystal Castles,71
0yNLKJebCb8Aueb54LYya3,art rock,New Order,70
0yNLKJebCb8Aueb54LYya3,dance rock,New Order,70
0yNLKJebCb8Aueb54LYya3,madchester,New Order,70
0yNLKJebCb8Aueb54LYya3,new romantic,New Order,70
0yNLKJebCb8Aueb54LYya3,new wave,New Order,70
0yNLKJebCb8Aueb54LYya3,new wave pop,New Order,70
0yNLKJebCb8Aueb54LYya3,permanent wave,New Order,70
0yNLKJebCb8Aueb54LYya3,post-punk,New Order,70
0yNLKJebCb8Aueb54LYya3,rock,New Order,70
0yNLKJebCb8Aueb54LYya3,synthpop,New Order,70
0yNLKJebCb8Aueb54LYya3,uk post-punk,New Order,70
450o9jw6AtiQlQkHCdH6Ru,funk,Funkadelic,58
450o9jw6AtiQlQkHCdH6Ru,funk rock,Funkadelic,58
450o9jw6AtiQlQkHCdH6Ru,p funk,Funkadelic,58
450o9jw6AtiQlQkHCdH6Ru,psychedelic rock,Funkadelic,58
450o9jw6AtiQlQkHCdH6Ru,psychedelic soul,Funkadelic,58
450o9jw6AtiQlQkHCdH6Ru,soul,Funkadelic,58
15iVAtD3s3FsQR4w1v6M0P,chicago bop,Chief Keef,79
15iVAtD3s3FsQR4w1v6M0P,chicago drill,Chief Keef,79
15iVAtD3s3FsQR4w1v6M0P,chicago rap,Chief Keef,79
15iVAtD3s3FsQR4w1v6M0P,drill,Chief Keef,79
15iVAtD3s3FsQR4w1v6M0P,hip hop,Chief Keef,79
15iVAtD3s3FsQR4w1v6M0P,rap,Chief Keef,79
15iVAtD3s3FsQR4w1v6M0P,southern hip hop,Chief Keef,79
15iVAtD3s3FsQR4w1v6M0P,trap,Chief Keef,79
15iVAtD3s3FsQR4w1v6M0P,underground hip hop,Chief Keef,79
1Zz6NBe8UIZjm88TvehFtx,edm,Le Youth,62
1Zz6NBe8UIZjm88TvehFtx,house,Le Youth,62
1Zz6NBe8UIZjm88TvehFtx,nu disco,Le Youth,62
1Zz6NBe8UIZjm88TvehFtx,pop dance,Le Youth,62
1Zz6NBe8UIZjm88TvehFtx,tropical house,Le Youth,62
7lIBLhQHKay3r1xtO3VtWT,chicago house,Cajmere,40
7lIBLhQHKay3r1xtO3VtWT,classic house,Cajmere,40
7lIBLhQHKay3r1xtO3VtWT,deep house,Cajmere,40
7lIBLhQHKay3r1xtO3VtWT,footwork,Cajmere,40
166Dz1GX3xonSQ3Z6CQW26,alternative dance,The Rapture,51
166Dz1GX3xonSQ3Z6CQW26,dance-punk,The Rapture,51
166Dz1GX3xonSQ3Z6CQW26,electroclash,The Rapture,51
166Dz1GX3xonSQ3Z6CQW26,electronica,The Rapture,51
166Dz1GX3xonSQ3Z6CQW26,indie rock,The Rapture,51
166Dz1GX3xonSQ3Z6CQW26,modern rock,The Rapture,51
166Dz1GX3xonSQ3Z6CQW26,new rave,The Rapture,51
50co4Is1HCEo8bhOyUWKpn,atl hip hop,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,atl trap,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,gangster rap,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,hip hop,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,melodic rap,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,rap,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,trap,Young Thug,90
58XGUNsRNu3cVOIOYk5chx,alternative rock,Ty Segall,54
58XGUNsRNu3cVOIOYk5chx,bay area indie,Ty Segall,54
58XGUNsRNu3cVOIOYk5chx,blues rock,Ty Segall,54
58XGUNsRNu3cVOIOYk5chx,freak folk,Ty Segall,54
58XGUNsRNu3cVOIOYk5chx,garage pop,Ty Segall,54
58XGUNsRNu3cVOIOYk5chx,garage psych,Ty Segall,54
58XGUNsRNu3cVOIOYk5chx,garage rock,Ty Segall,54
58XGUNsRNu3cVOIOYk5chx,indie garage rock,Ty Segall,54
58XGUNsRNu3cVOIOYk5chx,indie rock,Ty Segall,54
58XGUNsRNu3cVOIOYk5chx,modern rock,Ty Segall,54
58XGUNsRNu3cVOIOYk5chx,neo-psychedelic,Ty Segall,54
58XGUNsRNu3cVOIOYk5chx,noise pop,Ty Segall,54
58XGUNsRNu3cVOIOYk5chx,oc indie,Ty Segall,54
58XGUNsRNu3cVOIOYk5chx,punk blues,Ty Segall,54
64NhyHqRKYhV0IZylrElWu,alternative dance,TR/ST,51
64NhyHqRKYhV0IZylrElWu,art pop,TR/ST,51
64NhyHqRKYhV0IZylrElWu,canadian electropop,TR/ST,51
64NhyHqRKYhV0IZylrElWu,electroclash,TR/ST,51
3TaUSUXn41GixL7zbvrIDt,canadian electronic,A-Trak,66
3TaUSUXn41GixL7zbvrIDt,edm,A-Trak,66
3TaUSUXn41GixL7zbvrIDt,electro house,A-Trak,66
3TaUSUXn41GixL7zbvrIDt,turntablism,A-Trak,66
7K3zpFXBvPcvzhj7zlGJdO,alternative dance,Crystal Castles,71
7K3zpFXBvPcvzhj7zlGJdO,bitpop,Crystal Castles,71
7K3zpFXBvPcvzhj7zlGJdO,digital hardcore,Crystal Castles,71
7K3zpFXBvPcvzhj7zlGJdO,indietronica,Crystal Castles,71
7K3zpFXBvPcvzhj7zlGJdO,neo-synthpop,Crystal Castles,71
7K3zpFXBvPcvzhj7zlGJdO,new rave,Crystal Castles,71
7K3zpFXBvPcvzhj7zlGJdO,nintendocore,Crystal Castles,71
7iZtZyCzp3LItcw1wtPI3D,hip hop,Rae Sremmurd,79
7iZtZyCzp3LItcw1wtPI3D,melodic rap,Rae Sremmurd,79
7iZtZyCzp3LItcw1wtPI3D,mississippi hip hop,Rae Sremmurd,79
7iZtZyCzp3LItcw1wtPI3D,pop rap,Rae Sremmurd,79
7iZtZyCzp3LItcw1wtPI3D,rap,Rae Sremmurd,79
7iZtZyCzp3LItcw1wtPI3D,southern hip hop,Rae Sremmurd,79
7iZtZyCzp3LItcw1wtPI3D,trap,Rae Sremmurd,79
2kGBy2WHvF0VdZyqiVCkDT,art pop,Father John Misty,67
2kGBy2WHvF0VdZyqiVCkDT,freak folk,Father John Misty,67
2kGBy2WHvF0VdZyqiVCkDT,indie folk,Father John Misty,67
2kGBy2WHvF0VdZyqiVCkDT,indie pop,Father John Misty,67
2kGBy2WHvF0VdZyqiVCkDT,indie rock,Father John Misty,67
2kGBy2WHvF0VdZyqiVCkDT,stomp and holler,Father John Misty,67
3PExH6Ke8I04yK51EXG3FQ,trap,2milly,31
3PExH6Ke8I04yK51EXG3FQ,viral trap,2milly,31
7c0XG5cIJTrrAgEC3ULPiq,hip hop,Ty Dolla $ign,88
7c0XG5cIJTrrAgEC3ULPiq,pop,Ty Dolla $ign,88
7c0XG5cIJTrrAgEC3ULPiq,pop rap,Ty Dolla $ign,88
7c0XG5cIJTrrAgEC3ULPiq,r&b,Ty Dolla $ign,88
7c0XG5cIJTrrAgEC3ULPiq,southern hip hop,Ty Dolla $ign,88
7c0XG5cIJTrrAgEC3ULPiq,trap,Ty Dolla $ign,88
7c0XG5cIJTrrAgEC3ULPiq,trap soul,Ty Dolla $ign,88
50co4Is1HCEo8bhOyUWKpn,atl hip hop,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,atl trap,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,gangster rap,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,hip hop,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,melodic rap,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,rap,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,trap,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,atl hip hop,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,atl trap,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,gangster rap,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,hip hop,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,melodic rap,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,rap,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,trap,Young Thug,90
6Jrxnp0JgqmeUX1veU591p,alternative dance,Santigold,62
6Jrxnp0JgqmeUX1veU591p,electropop,Santigold,62
6Jrxnp0JgqmeUX1veU591p,escape room,Santigold,62
6Jrxnp0JgqmeUX1veU591p,new rave,Santigold,62
50co4Is1HCEo8bhOyUWKpn,atl hip hop,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,atl trap,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,gangster rap,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,hip hop,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,melodic rap,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,rap,Young Thug,90
50co4Is1HCEo8bhOyUWKpn,trap,Young Thug,90
26s8LSolLfCIY88ysQbIuT,crunk,Three 6 Mafia,69
26s8LSolLfCIY88ysQbIuT,dirty south rap,Three 6 Mafia,69
26s8LSolLfCIY88ysQbIuT,gangster rap,Three 6 Mafia,69
26s8LSolLfCIY88ysQbIuT,hip hop,Three 6 Mafia,69
26s8LSolLfCIY88ysQbIuT,memphis hip hop,Three 6 Mafia,69
26s8LSolLfCIY88ysQbIuT,pop rap,Three 6 Mafia,69
26s8LSolLfCIY88ysQbIuT,rap,Three 6 Mafia,69
26s8LSolLfCIY88ysQbIuT,southern hip hop,Three 6 Mafia,69
26s8LSolLfCIY88ysQbIuT,tennessee hip hop,Three 6 Mafia,69
26s8LSolLfCIY88ysQbIuT,trap,Three 6 Mafia,69
3TVXtAsR1Inumwj472S9r4,canadian hip hop,Drake,98
3TVXtAsR1Inumwj472S9r4,canadian pop,Drake,98
3TVXtAsR1Inumwj472S9r4,hip hop,Drake,98
3TVXtAsR1Inumwj472S9r4,rap,Drake,98
3TVXtAsR1Inumwj472S9r4,toronto rap,Drake,98
6vWDO969PvNqNYHIOW5v0m,dance pop,Beyoncé,87
6vWDO969PvNqNYHIOW5v0m,pop,Beyoncé,87
6vWDO969PvNqNYHIOW5v0m,r&b,Beyoncé,87
6nS5roXSAGhTGr34W6n7Et,house,Disclosure,78
6nS5roXSAGhTGr34W6n7Et,pop,Disclosure,78
6nS5roXSAGhTGr34W6n7Et,uk dance,Disclosure,78
3aGFCoR8xGN6DKwvdzeSja,atl hip hop,ILOVEMAKONNEN,63
3aGFCoR8xGN6DKwvdzeSja,lgbtq+ hip hop,ILOVEMAKONNEN,63
3aGFCoR8xGN6DKwvdzeSja,trap,ILOVEMAKONNEN,63
3aGFCoR8xGN6DKwvdzeSja,underground hip hop,ILOVEMAKONNEN,63
31IZdHrCZ5pRhLz4zBxN3o,trap,Riff Raff,57
5K4W6rqBFWDnAN6FQUkS6x,chicago rap,Kanye West,95
5K4W6rqBFWDnAN6FQUkS6x,rap,Kanye West,95
7LvoDJUNGnOrPdGRzVtOJ9,lgbtq+ hip hop,Young M.A,68
7LvoDJUNGnOrPdGRzVtOJ9,nyc rap,Young M.A,68
7LvoDJUNGnOrPdGRzVtOJ9,pop rap,Young M.A,68
7LvoDJUNGnOrPdGRzVtOJ9,rap,Young M.A,68
7LvoDJUNGnOrPdGRzVtOJ9,trap,Young M.A,68
6V3F8MZrOKdT9fU686ybE9,british soul,Mark Morrison,64
755pQSGUy6rtPrUCbnJTvi,afrobeat,William Onyeabor,48
755pQSGUy6rtPrUCbnJTvi,afropop,William Onyeabor,48
320TrJub4arztwXRm7kqVO,blues,Dr. John,58
320TrJub4arztwXRm7kqVO,blues rock,Dr. John,58
320TrJub4arztwXRm7kqVO,classic rock,Dr. John,58
320TrJub4arztwXRm7kqVO,country rock,Dr. John,58
320TrJub4arztwXRm7kqVO,electric blues,Dr. John,58
320TrJub4arztwXRm7kqVO,folk rock,Dr. John,58
320TrJub4arztwXRm7kqVO,funk,Dr. John,58
320TrJub4arztwXRm7kqVO,jazz blues,Dr. John,58
320TrJub4arztwXRm7kqVO,louisiana blues,Dr. John,58
320TrJub4arztwXRm7kqVO,new orleans blues,Dr. John,58
320TrJub4arztwXRm7kqVO,piano blues,Dr. John,58
320TrJub4arztwXRm7kqVO,roots rock,Dr. John,58
320TrJub4arztwXRm7kqVO,soul,Dr. John,58
0eJnyYv95cVqWkoujUq7kb,afrobeat,T. P. Orchestre Poly-Rythmo,33
0eJnyYv95cVqWkoujUq7kb,afropop,T. P. Orchestre Poly-Rythmo,33
0eJnyYv95cVqWkoujUq7kb,beninese pop,T. P. Orchestre Poly-Rythmo,33
0eJnyYv95cVqWkoujUq7kb,classic afrobeat,T. P. Orchestre Poly-Rythmo,33
0eJnyYv95cVqWkoujUq7kb,highlife,T. P. Orchestre Poly-Rythmo,33
0eJnyYv95cVqWkoujUq7kb,world,T. P. Orchestre Poly-Rythmo,33
2gR0iQTVBPHDKiNn1Kq8HI,afro-funk,Ebo Taylor,50
2gR0iQTVBPHDKiNn1Kq8HI,afrobeat,Ebo Taylor,50
2gR0iQTVBPHDKiNn1Kq8HI,afropop,Ebo Taylor,50
2gR0iQTVBPHDKiNn1Kq8HI,funk,Ebo Taylor,50
2gR0iQTVBPHDKiNn1Kq8HI,highlife,Ebo Taylor,50
2gR0iQTVBPHDKiNn1Kq8HI,world,Ebo Taylor,50
0KydPQPUUoTNhmiHKOg5Er,alternative dance,Neon Indian,51
0KydPQPUUoTNhmiHKOg5Er,chillwave,Neon Indian,51
0KydPQPUUoTNhmiHKOg5Er,denton tx indie,Neon Indian,51
0KydPQPUUoTNhmiHKOg5Er,dream pop,Neon Indian,51
0KydPQPUUoTNhmiHKOg5Er,experimental pop,Neon Indian,51
0KydPQPUUoTNhmiHKOg5Er,indie rock,Neon Indian,51
0KydPQPUUoTNhmiHKOg5Er,indietronica,Neon Indian,51
0KydPQPUUoTNhmiHKOg5Er,neo-synthpop,Neon Indian,51
0KydPQPUUoTNhmiHKOg5Er,new rave,Neon Indian,51
1WvvwcQx0tj6NdDhZZ2zZz,alternative dance,Future Islands,71
1WvvwcQx0tj6NdDhZZ2zZz,baltimore indie,Future Islands,71
1WvvwcQx0tj6NdDhZZ2zZz,chillwave,Future Islands,71
1WvvwcQx0tj6NdDhZZ2zZz,indie rock,Future Islands,71
1WvvwcQx0tj6NdDhZZ2zZz,modern rock,Future Islands,71
3qnGvpP8Yth1AqSBMqON5x,modern blues,Leon Bridges,76
56ZTgzPBDge0OvCGgMO3OY,baltimore indie,Beach House,77
56ZTgzPBDge0OvCGgMO3OY,dream pop,Beach House,77
56ZTgzPBDge0OvCGgMO3OY,dreamo,Beach House,77
56ZTgzPBDge0OvCGgMO3OY,modern dream pop,Beach House,77
246dkjvS1zLTtiykXe5h60,dfw rap,Post Malone,93
246dkjvS1zLTtiykXe5h60,melodic rap,Post Malone,93
246dkjvS1zLTtiykXe5h60,rap,Post Malone,93
7A0awCXkE1FtSU8B0qwOJQ,electronica,Jamie xx,63
7A0awCXkE1FtSU8B0qwOJQ,future garage,Jamie xx,63
7A0awCXkE1FtSU8B0qwOJQ,new rave,Jamie xx,63
7A0awCXkE1FtSU8B0qwOJQ,electronica,Jamie xx,63
7A0awCXkE1FtSU8B0qwOJQ,future garage,Jamie xx,63
7A0awCXkE1FtSU8B0qwOJQ,new rave,Jamie xx,63
13ubrt8QOOCPljQ2FL1Kca,east coast hip hop,A$AP Rocky,86
13ubrt8QOOCPljQ2FL1Kca,hip hop,A$AP Rocky,86
13ubrt8QOOCPljQ2FL1Kca,rap,A$AP Rocky,86
13ubrt8QOOCPljQ2FL1Kca,trap,A$AP Rocky,86
68kEuyFKyqrdQQLLsmiatm,conscious hip hop,Vince Staples,73
68kEuyFKyqrdQQLLsmiatm,escape room,Vince Staples,73
68kEuyFKyqrdQQLLsmiatm,hip hop,Vince Staples,73
68kEuyFKyqrdQQLLsmiatm,rap,Vince Staples,73
68kEuyFKyqrdQQLLsmiatm,underground hip hop,Vince Staples,73
5YkBrE0wF8cAlq3GCOw5Eu,indie pop,Best Coast,53
5YkBrE0wF8cAlq3GCOw5Eu,indie rock,Best Coast,53
5YkBrE0wF8cAlq3GCOw5Eu,indie surf,Best Coast,53
5YkBrE0wF8cAlq3GCOw5Eu,la indie,Best Coast,53
5YkBrE0wF8cAlq3GCOw5Eu,metropopolis,Best Coast,53
5H0YoDsPDi9fObFmJtTjfN,art pop,Ariel Pink,58
5H0YoDsPDi9fObFmJtTjfN,chillwave,Ariel Pink,58
5H0YoDsPDi9fObFmJtTjfN,dream pop,Ariel Pink,58
5H0YoDsPDi9fObFmJtTjfN,experimental pop,Ariel Pink,58
5H0YoDsPDi9fObFmJtTjfN,freak folk,Ariel Pink,58
5H0YoDsPDi9fObFmJtTjfN,la indie,Ariel Pink,58
5H0YoDsPDi9fObFmJtTjfN,neo-psychedelic,Ariel Pink,58
5H0YoDsPDi9fObFmJtTjfN,new weird america,Ariel Pink,58
48nwxUvPJZkm8uPa7xMzmj,blues,"Bobby ""Blue"" Bland",53
05sIdEkXAYDbDDdv3T56Oj,motown,The Chiffons,51
48nwxUvPJZkm8uPa7xMzmj,classic soul,"Bobby ""Blue"" Bland",53
48nwxUvPJZkm8uPa7xMzmj,electric blues,"Bobby ""Blue"" Bland",53
48nwxUvPJZkm8uPa7xMzmj,soul,"Bobby ""Blue"" Bland",53
48nwxUvPJZkm8uPa7xMzmj,soul blues,"Bobby ""Blue"" Bland",53
48nwxUvPJZkm8uPa7xMzmj,southern soul,"Bobby ""Blue"" Bland",53
4kI8Ie27vjvonwaB2ePh8T,indie rock,Portugal. The Man,69
4kI8Ie27vjvonwaB2ePh8T,modern alternative rock,Portugal. The Man,69
4kI8Ie27vjvonwaB2ePh8T,modern rock,Portugal. The Man,69
4kI8Ie27vjvonwaB2ePh8T,rock,Portugal. The Man,69
0Rh2F37PiLjhYaERywNulu,plunderphonics,Sweet Valley,33
3CjlHNtplJyTf9npxaPl5w,electropop,CHVRCHES,70
3CjlHNtplJyTf9npxaPl5w,indie pop,CHVRCHES,70
3CjlHNtplJyTf9npxaPl5w,indie poptimism,CHVRCHES,70
3CjlHNtplJyTf9npxaPl5w,metropopolis,CHVRCHES,70
3CjlHNtplJyTf9npxaPl5w,neo-synthpop,CHVRCHES,70
3CjlHNtplJyTf9npxaPl5w,pop rock,CHVRCHES,70
3CjlHNtplJyTf9npxaPl5w,shimmer pop,CHVRCHES,70
2kGBy2WHvF0VdZyqiVCkDT,art pop,Father John Misty,67
2kGBy2WHvF0VdZyqiVCkDT,freak folk,Father John Misty,67
2kGBy2WHvF0VdZyqiVCkDT,indie folk,Father John Misty,67
2kGBy2WHvF0VdZyqiVCkDT,indie pop,Father John Misty,67
2kGBy2WHvF0VdZyqiVCkDT,indie rock,Father John Misty,67
2kGBy2WHvF0VdZyqiVCkDT,stomp and holler,Father John Misty,67
4aEnNH9PuU1HF3TsZTru54,alternative dance,Caribou,62
4aEnNH9PuU1HF3TsZTru54,art pop,Caribou,62
4aEnNH9PuU1HF3TsZTru54,chillwave,Caribou,62
4aEnNH9PuU1HF3TsZTru54,electronica,Caribou,62
4aEnNH9PuU1HF3TsZTru54,electropop,Caribou,62
4aEnNH9PuU1HF3TsZTru54,folktronica,Caribou,62
4aEnNH9PuU1HF3TsZTru54,indie rock,Caribou,62
4aEnNH9PuU1HF3TsZTru54,indie soul,Caribou,62
4aEnNH9PuU1HF3TsZTru54,indietronica,Caribou,62
4aEnNH9PuU1HF3TsZTru54,intelligent dance music,Caribou,62
4aEnNH9PuU1HF3TsZTru54,new rave,Caribou,62
3aQfxjMj5uxPLW4RCgIaSL,cali rap,Ezale,31
3aQfxjMj5uxPLW4RCgIaSL,hyphy,Ezale,31
3aQfxjMj5uxPLW4RCgIaSL,oakland hip hop,Ezale,31
3aQfxjMj5uxPLW4RCgIaSL,west coast trap,Ezale,31
5EehXjjMktLuJmbRsM7YfB,deep groove house,Disciples,68
5EehXjjMktLuJmbRsM7YfB,disco house,Disciples,68
5EehXjjMktLuJmbRsM7YfB,edm,Disciples,68
5EehXjjMktLuJmbRsM7YfB,electro house,Disciples,68
5EehXjjMktLuJmbRsM7YfB,house,Disciples,68
5EehXjjMktLuJmbRsM7YfB,pop dance,Disciples,68
5EehXjjMktLuJmbRsM7YfB,tropical house,Disciples,68
5EehXjjMktLuJmbRsM7YfB,uk dance,Disciples,68
3KH7WsR2JZQ94Ik8SyabU6,afropop,Amadou & Mariam,56
3KH7WsR2JZQ94Ik8SyabU6,malian blues,Amadou & Mariam,56
3KH7WsR2JZQ94Ik8SyabU6,world,Amadou & Mariam,56
5zaXYwewAXedKNCff45U5l,adult standards,Dusty Springfield,68
5zaXYwewAXedKNCff45U5l,brill building pop,Dusty Springfield,68
5zaXYwewAXedKNCff45U5l,british invasion,Dusty Springfield,68
5zaXYwewAXedKNCff45U5l,classic uk pop,Dusty Springfield,68
5zaXYwewAXedKNCff45U5l,folk,Dusty Springfield,68
5zaXYwewAXedKNCff45U5l,folk rock,Dusty Springfield,68
5zaXYwewAXedKNCff45U5l,mellow gold,Dusty Springfield,68
5zaXYwewAXedKNCff45U5l,motown,Dusty Springfield,68
5zaXYwewAXedKNCff45U5l,soul,Dusty Springfield,68
3tx8fyu3c4OBP5nejYtUOb,disco,Average White Band,54
3tx8fyu3c4OBP5nejYtUOb,funk,Average White Band,54
3tx8fyu3c4OBP5nejYtUOb,jazz funk,Average White Band,54
3tx8fyu3c4OBP5nejYtUOb,motown,Average White Band,54
3tx8fyu3c4OBP5nejYtUOb,post-disco,Average White Band,54
3tx8fyu3c4OBP5nejYtUOb,quiet storm,Average White Band,54
3tx8fyu3c4OBP5nejYtUOb,soul,Average White Band,54
2g3PKH7Z1Ofn5oGR6oDjLy,classic garage rock,The Sonics,49
2g3PKH7Z1Ofn5oGR6oDjLy,freakbeat,The Sonics,49
2g3PKH7Z1Ofn5oGR6oDjLy,garage rock,The Sonics,49
2g3PKH7Z1Ofn5oGR6oDjLy,protopunk,The Sonics,49
2g3PKH7Z1Ofn5oGR6oDjLy,psychedelic rock,The Sonics,49
2g3PKH7Z1Ofn5oGR6oDjLy,punk,The Sonics,49
2g3PKH7Z1Ofn5oGR6oDjLy,punk blues,The Sonics,49
64NhyHqRKYhV0IZylrElWu,alternative dance,TR/ST,51
64NhyHqRKYhV0IZylrElWu,art pop,TR/ST,51
64NhyHqRKYhV0IZylrElWu,canadian electropop,TR/ST,51
64NhyHqRKYhV0IZylrElWu,electroclash,TR/ST,51
23NIwARd4vPbxt3wwNnJ6k,alternative rock,Parquet Courts,58
23NIwARd4vPbxt3wwNnJ6k,art pop,Parquet Courts,58
23NIwARd4vPbxt3wwNnJ6k,brooklyn indie,Parquet Courts,58
23NIwARd4vPbxt3wwNnJ6k,denton tx indie,Parquet Courts,58
